file_path,label,class_name,split
Anthracnose\anthracnose_179_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_17_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_180_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_181_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_182_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_183_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_184_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_185_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_186_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_187_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_188_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_189_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_18_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_190_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_191_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_192_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_193_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_194_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_195_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_196_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_197_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_198_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_199_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_19_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_1_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_200_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_201_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_202_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_203_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_204_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_205_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_206_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_207_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_208_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_209_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_20_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_210_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_211_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_212_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_213_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_214_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_215_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_216_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_217_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_218_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_219_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_21_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_220_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_221_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_222_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_223_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_224_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_225_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_226_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_227_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_228_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_229_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_22_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_230_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_231_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_232_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_233_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_234_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_235_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_236_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_237_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_238_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_239_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_23_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_240_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_241_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_242_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_243_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_244_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_245_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_246_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_247_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_248_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_249_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_24_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_250_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_251_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_252_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_253_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_254_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_255_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_256_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_257_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_258_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_259_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_25_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_260_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_261_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_262_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_263_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_264_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_265_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_266_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_267_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_268_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_269_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_26_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_270_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_271_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_272_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_273_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_274_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_275_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_276_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_277_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_278_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_279_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_27_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_280_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_281_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_282_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_283_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_284_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_285_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_286_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_287_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_288_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_289_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_28_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_290_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_291_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_292_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_293_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_294_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_295_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_296_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_297_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_298_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_299_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_29_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_2_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_300_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_30_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_31_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_32_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_33_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_34_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_35_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_36_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_37_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_38_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_39_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_3_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_40_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_41_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_42_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_43_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_44_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_45_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_46_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_47_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_48_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_49_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_4_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_50_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_51_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_52_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_53_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_54_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_55_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_56_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_57_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_58_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_59_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_5_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_60_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_61_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_62_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_63_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_64_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_65_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_66_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_67_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_68_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_69_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_6_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_70_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_71_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_72_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_73_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_74_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_75_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_76_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_77_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_78_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_79_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_7_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_80_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_81_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_82_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_83_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_84_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_85_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_86_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_87_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_88_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_89_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_8_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_90_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_91_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_92_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_93_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_94_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_95_BD.jpg,0,Anthracnose,test
Anthracnose\anthracnose_96_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_97_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_98_BD.jpg,0,Anthracnose,train
Anthracnose\anthracnose_99_BD.jpg,0,Anthracnose,val
Anthracnose\anthracnose_9_BD.jpg,0,Anthracnose,val
Dry_Leaf\dry_100_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_101_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_102_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_103_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_104_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_105_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_106_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_107_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_108_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_109_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_10_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_110_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_111_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_112_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_113_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_114_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_115_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_116_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_117_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_118_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_119_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_11_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_120_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_121_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_122_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_123_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_124_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_125_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_126_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_127_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_128_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_129_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_12_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_130_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_131_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_132_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_133_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_134_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_135_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_136_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_137_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_138_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_139_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_13_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_140_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_141_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_142_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_143_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_144_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_145_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_146_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_147_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_148_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_149_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_14_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_150_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_151_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_152_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_153_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_154_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_155_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_156_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_157_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_158_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_159_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_15_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_160_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_161_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_162_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_163_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_164_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_165_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_166_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_167_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_168_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_169_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_16_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_170_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_171_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_172_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_173_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_174_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_175_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_176_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_177_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_178_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_179_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_17_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_180_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_181_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_182_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_183_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_184_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_185_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_186_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_187_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_188_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_189_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_18_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_190_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_191_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_192_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_193_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_194_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_195_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_196_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_197_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_198_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_199_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_19_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_1_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_200_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_201_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_202_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_203_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_204_BD.jpg,1,Dry_Leaf,test
Dry_Leaf\dry_205_BD.jpg,1,Dry_Leaf,val
Dry_Leaf\dry_206_BD.jpg,1,Dry_Leaf,train
Dry_Leaf\dry_207_BD.jpg,1,Dry_Leaf,train
